MementoTimestamp,URI-M,FollowerCount,DateTime
20190410220407,http://web.archive.org/web/20190410220407/https://twitter.com/SenGillibrand,1395026,2019-04-10 22:04:07
20190403014311,http://web.archive.org/web/20190403014311/https://twitter.com/SenGillibrand,1390464,2019-04-03 01:43:11
20190411151335,http://web.archive.org/web/20190411151335/https://twitter.com/SenGillibrand,1395026,2019-04-11 15:13:35
20190424160604,http://web.archive.org/web/20190424160604/https://twitter.com/SenGillibrand,1404182,2019-04-24 16:06:04
20190427233629,http://web.archive.org/web/20190427233629/https://twitter.com/SenGillibrand,1405972,2019-04-27 23:36:29
20190430055710,http://web.archive.org/web/20190430055710/https://twitter.com/SenGillibrand,1406829,2019-04-30 05:57:10
20190510055551,http://web.archive.org/web/20190510055551/https://twitter.com/SenGillibrand,1410191,2019-05-10 05:55:51
20190512115947,http://web.archive.org/web/20190512115947/https://twitter.com/SenGillibrand,1410824,2019-05-12 11:59:47
20190529041312,http://web.archive.org/web/20190529041312/https://twitter.com/SenGillibrand,1417373,2019-05-29 04:13:12
20190604012259,http://web.archive.org/web/20190604012259/https://twitter.com/SenGillibrand,1419624,2019-06-04 01:22:59
20190810212759,http://web.archive.org/web/20190810212759/http://twitter.com/sengillibrand,1458330,2019-08-10 21:27:59
20190825184812,http://web.archive.org/web/20190825184812/http://twitter.com/SenGillibrand,1461853,2019-08-25 18:48:12
20190825184814,http://web.archive.org/web/20190825184814/https://twitter.com/SenGillibrand,1461853,2019-08-25 18:48:14
20190826155143,http://web.archive.org/web/20190826155143/https://twitter.com/SenGillibrand,1462081,2019-08-26 15:51:43
20190826135730,http://web.archive.org/web/20190826135730/https://twitter.com/SenGillibrand,1462067,2019-08-26 13:57:30
20190827092644,http://web.archive.org/web/20190827092644/https://twitter.com/sengillibrand,1462145,2019-08-27 09:26:44
20190827120554,http://web.archive.org/web/20190827120554/https://twitter.com/SenGillibrand,1462161,2019-08-27 12:05:54
20190827135228,http://web.archive.org/web/20190827135228/https://twitter.com/SenGillibrand,1462187,2019-08-27 13:52:28
20190827214049,http://web.archive.org/web/20190827214049/https://twitter.com/SenGillibrand,1462217,2019-08-27 21:40:49
20190827220649,http://web.archive.org/web/20190827220649/https://twitter.com/SenGillibrand,1462223,2019-08-27 22:06:49
20190828033410,http://web.archive.org/web/20190828033410/https://www.twitter.com/SenGillibrand,1462142,2019-08-28 03:34:10
20190828033411,http://web.archive.org/web/20190828033411/https://twitter.com/SenGillibrand,1462142,2019-08-28 03:34:11
20190828004031,http://web.archive.org/web/20190828004031/https://twitter.com/SenGillibrand,1462212,2019-08-28 00:40:31
20190828082027,http://web.archive.org/web/20190828082027/https://twitter.com/SenGillibrand,1462140,2019-08-28 08:20:27
20190828142448,http://web.archive.org/web/20190828142448/https://twitter.com/SenGillibrand,1462293,2019-08-28 14:24:48
20190828190539,http://web.archive.org/web/20190828190539/https://twitter.com/SenGillibrand,1462316,2019-08-28 19:05:39
20190829010618,http://web.archive.org/web/20190829010618/https://twitter.com/SenGillibrand,1462413,2019-08-29 01:06:18
20190829090309,http://web.archive.org/web/20190829090309/https://twitter.com/SenGillibrand,1462687,2019-08-29 09:03:09
20190829041731,http://web.archive.org/web/20190829041731/https://twitter.com/SenGillibrand,1462562,2019-08-29 04:17:31
20190829113911,http://web.archive.org/web/20190829113911/https://twitter.com/SenGillibrand,1462689,2019-08-29 11:39:11
20190829192553,http://web.archive.org/web/20190829192553/https://twitter.com/SenGillibrand,1462860,2019-08-29 19:25:53
20190829223235,http://web.archive.org/web/20190829223235/https://twitter.com/SenGillibrand,1462762,2019-08-29 22:32:35
20190829223613,http://web.archive.org/web/20190829223613/https://twitter.com/SenGillibrand,1462762,2019-08-29 22:36:13
20190829223738,http://web.archive.org/web/20190829223738/https://twitter.com/sengillibrand,1462762,2019-08-29 22:37:38
20190829224718,http://web.archive.org/web/20190829224718/https://twitter.com/sengillibrand,1462745,2019-08-29 22:47:18
20190829232227,http://web.archive.org/web/20190829232227/https://twitter.com/sengillibrand,1462749,2019-08-29 23:22:27
