MementoTimestamp,URI-M,FollowerCount,DateTime
20190823171921,http://web.archive.org/web/20190823171921/https://www.twitter.com/Hickenlooper,159947,2019-08-23 17:19:21
20190823171805,http://web.archive.org/web/20190823171805/https://www.twitter.com/hickenlooper,159947,2019-08-23 17:18:05
20190827103028,http://web.archive.org/web/20190827103028/https://twitter.com/hickenlooper,160448,2019-08-27 10:30:28
20190827234034,http://web.archive.org/web/20190827234034/https://twitter.com/hickenlooper,160512,2019-08-27 23:40:34
20190830075448,http://web.archive.org/web/20190830075448/https://twitter.com/Hickenlooper,160751,2019-08-30 07:54:48
20190902164016,http://web.archive.org/web/20190902164016/https://twitter.com/Hickenlooper,160947,2019-09-02 16:40:16
20190827234041,http://web.archive.org/web/20190827234041/https://twitter.com/hickenlooper,160512,2019-08-27 23:40:41
20190823171805,https://web.archive.org/web/20190823171805/https://www.twitter.com/hickenlooper,159947,2019-08-23 17:18:05
20190823171921,https://web.archive.org/web/20190823171921/https://www.twitter.com/Hickenlooper,159947,2019-08-23 17:19:21
20190827103028,https://web.archive.org/web/20190827103028/https://twitter.com/hickenlooper,160448,2019-08-27 10:30:28
20190517101843,https://web.archive.org/web/20190517101843/https://twitter.com/Hickenlooper,143516,2019-05-17 10:18:43
20190827220010,https://web.archive.org/web/20190827220010/https://twitter.com/hickenlooper,160505,2019-08-27 22:00:10
20190827234034,https://web.archive.org/web/20190827234034/https://twitter.com/hickenlooper,160512,2019-08-27 23:40:34
20190827234041,https://web.archive.org/web/20190827234041/https://twitter.com/hickenlooper,160512,2019-08-27 23:40:41
20190827220020,https://web.archive.org/web/20190827220020/https://twitter.com/hickenlooper,160505,2019-08-27 22:00:20
20190828001932,https://web.archive.org/web/20190828001932/https://twitter.com/hickenlooper,160510,2019-08-28 00:19:32
20190830075448,https://web.archive.org/web/20190830075448/https://twitter.com/Hickenlooper,160751,2019-08-30 07:54:48
20190902164016,https://web.archive.org/web/20190902164016/https://twitter.com/Hickenlooper,160947,2019-09-02 16:40:16
20190828001938,https://web.archive.org/web/20190828001938/https://twitter.com/hickenlooper,160510,2019-08-28 00:19:38
20190904124849,https://web.archive.org/web/20190904124849/https://twitter.com/hickenlooper,161040,2019-09-04 12:48:49
20190904122745,https://web.archive.org/web/20190904122745/https://twitter.com/Hickenlooper,161035,2019-09-04 12:27:45
20190904124854,https://web.archive.org/web/20190904124854/https://twitter.com/hickenlooper,161040,2019-09-04 12:48:54
20190904152613,https://web.archive.org/web/20190904152613/https://twitter.com/hickenlooper,161052,2019-09-04 15:26:13
20190904152618,https://web.archive.org/web/20190904152618/https://twitter.com/hickenlooper,161052,2019-09-04 15:26:18
20190904181232,https://web.archive.org/web/20190904181232/https://twitter.com/hickenlooper,161056,2019-09-04 18:12:32
20190904181238,https://web.archive.org/web/20190904181238/https://twitter.com/hickenlooper,161056,2019-09-04 18:12:38
20190910214058,https://web.archive.org/web/20190910214058/https://twitter.com/hickenlooper,161324,2019-09-10 21:40:58
20190910214103,https://web.archive.org/web/20190910214103/https://twitter.com/hickenlooper,161324,2019-09-10 21:41:03
20190911031319,https://web.archive.org/web/20190911031319/https://twitter.com/hickenlooper,161317,2019-09-11 03:13:19
